s.index,Longitude,Latitude,utmx,utmy,Year,Month,Day,xmaxtemp,xwdsp,xrh
1,-72,45.2,735621.288,5009547.284,2006,7,5,23.6057286516206,4.99188766938206,3.58288442623018
1,-72,45.2,735621.288,5009547.284,2006,7,6,25.9174580939121,2.58065945413911,3.04854123136441
1,-72,45.2,735621.288,5009547.284,2006,7,7,29.0133869031271,7.25140911123909,3.56443740726343
1,-72,45.2,735621.288,5009547.284,2006,7,8,24.4382893437974,5.86755219851604,3.84878619829375
1,-72,45.2,735621.288,5009547.284,2006,7,9,24.8437798046682,2.54294861161855,3.27302161026815
1,-72,45.2,735621.288,5009547.284,2006,7,10,23.4002884496561,3.8002093167246,3.9541841948431
1,-72,45.2,735621.288,5009547.284,2006,7,11,20.2670232071802,3.46596337119107,3.67438879668755
1,-72,45.2,735621.288,5009547.284,2006,7,12,19.8944010649272,4.82338426747402,3.39635401924856
1,-72,45.2,735621.288,5009547.284,2006,7,13,22.2249176015219,4.50002633056586,3.00481368962779
1,-72,45.2,735621.288,5009547.284,2006,7,14,25.5141819525515,4.06484073710655,2.72590785751509
1,-72,45.2,735621.288,5009547.284,2006,7,15,25.6640101682793,6.80133268868393,3.46143360838101
1,-72,45.2,735621.288,5009547.284,2006,7,16,24.8297329200744,3.77379702264495,3.70704865707998
1,-72,45.2,735621.288,5009547.284,2006,7,17,26.2050128753548,1.03848689472592,3.06636204920388
1,-72,45.2,735621.288,5009547.284,2006,7,18,29.2552360303611,3.27656881993755,2.73698421216312
1,-72,45.2,735621.288,5009547.284,2006,7,19,25.0332678570742,3.77959569858046,4.41073669041231
1,-72,45.2,735621.288,5009547.284,2006,7,20,22.4959054970414,2.42063151877654,5.93671606608931
1,-72,45.2,735621.288,5009547.284,2006,7,21,23.5686526330765,5.10928054819689,4.04349283936622
1,-72,45.2,735621.288,5009547.284,2006,7,22,25.8226871263294,4.72551876076687,3.44759027943314
1,-72,45.2,735621.288,5009547.284,2006,7,23,20.982769076831,3.93048933734971,4.2731374423511
1,-72,45.2,735621.288,5009547.284,2006,7,24,19.0561640064995,1.84206215074721,4.2687467867979
1,-72,45.2,735621.288,5009547.284,2006,7,25,18.8946700707374,4.4151779809303,4.25294937041788
1,-72,45.2,735621.288,5009547.284,2006,7,26,19.696571781023,3.57533387228309,4.04057122527243
1,-72,45.2,735621.288,5009547.284,2006,7,27,16.3037813195971,6.15248122644994,5.81679227008487
1,-72,45.2,735621.288,5009547.284,2006,7,28,23.6520609733057,3.58704364022821,3.88092872977007
1,-72,45.2,735621.288,5009547.284,2006,7,29,23.3403905863162,1.31393154822548,4.21391139734341
1,-72,45.2,735621.288,5009547.284,2006,7,30,19.9923727577325,3.19242368623914,4.28432386688641
1,-72,45.2,735621.288,5009547.284,2006,7,31,21.2747009957242,1.58633069063554,2.96532123632908
10,-72,40.4,754597.497,4476476.935,2006,8,1,28.4246973629489,5.99651246479305,3.06455285353845
10,-72,40.4,754597.497,4476476.935,2006,8,2,30.1808528552338,8.84522650971152,3.34293812802082
10,-72,40.4,754597.497,4476476.935,2006,8,3,30.746882788457,5.73996314029481,3.50321676394604
10,-72,40.4,754597.497,4476476.935,2006,8,4,31.1777280449476,4.36903249406638,3.62954011893434
10,-72,40.4,754597.497,4476476.935,2006,8,5,28.0868862936169,4.10643962194152,4.88961867014532
10,-72,40.4,754597.497,4476476.935,2006,8,6,25.635160624821,3.96262927972417,4.53094437011424
10,-72,40.4,754597.497,4476476.935,2006,8,7,27.0079753607905,4.67874036638588,3.21618561315708
10,-72,40.4,754597.497,4476476.935,2006,8,8,27.6156906380425,3.01786025644421,3.81753318265068
10,-72,40.4,754597.497,4476476.935,2006,8,9,28.8537220108816,5.58916501508345,3.80539684910056
10,-72,40.4,754597.497,4476476.935,2006,8,10,28.7802302534829,7.22598245262792,3.776849652635
10,-72,40.4,754597.497,4476476.935,2006,8,11,29.4127210880012,7.98632344122997,4.31656233683538
10,-72,40.4,754597.497,4476476.935,2006,8,12,28.3197952477486,4.27080636290237,4.87425713405759
10,-72,40.4,754597.497,4476476.935,2006,8,13,28.5719327127603,9.03609912497667,4.68004137761359
10,-72,40.4,754597.497,4476476.935,2006,8,14,29.5633533002531,3.80520027348424,3.74557187733833
10,-72,40.4,754597.497,4476476.935,2006,8,15,28.0628712532828,3.56977245618919,4.24528736242535
10,-72,40.4,754597.497,4476476.935,2006,8,16,32.49186838533,4.01901224771537,3.20332851079268
10,-72,40.4,754597.497,4476476.935,2006,8,17,34.9806558602872,2.2963845067957,2.68622998418873
10,-72,40.4,754597.497,4476476.935,2006,8,18,35.847844242158,4.46118290972653,3.05432625630836
10,-72,40.4,754597.497,4476476.935,2006,8,19,32.4885105518909,6.82349092168978,3.44409948302563
10,-72,40.4,754597.497,4476476.935,2006,8,20,27.0987871502576,7.97005601262263,4.50599518806312
10,-72,40.4,754597.497,4476476.935,2006,8,21,29.5061913444534,6.28239445623371,4.47894253624771
10,-72,40.4,754597.497,4476476.935,2006,8,22,29.1963159617471,6.16314430553991,4.88369149973831
10,-72,40.4,754597.497,4476476.935,2006,8,23,25.6681611113253,7.5770930336765,5.40459038745158
10,-72,40.4,754597.497,4476476.935,2006,8,24,28.691591256008,3.4455929476396,3.37488626368412
10,-72,40.4,754597.497,4476476.935,2006,8,25,28.4820092930012,6.35520664315464,4.0351378389879
10,-72,40.4,754597.497,4476476.935,2006,8,26,28.8664300611309,5.13212444839762,4.24454176929515
10,-72,40.4,754597.497,4476476.935,2006,8,27,30.090827735512,6.97898468290521,4.31265530526494
10,-72,40.4,754597.497,4476476.935,2006,8,28,31.1720992705216,8.03063306178807,4.07022933206964
10,-72,40.4,754597.497,4476476.935,2006,8,29,32.6758566408052,6.1946819609158,3.09973495653042
10,-72,40.4,754597.497,4476476.935,2006,8,30,33.2262180330959,6.1642167137501,3.02785503740252
10,-72,40.4,754597.497,4476476.935,2006,8,31,32.2871397757342,3.20951134624883,2.8401303517531
10,-72,40.4,754597.497,4476476.935,2006,8,1,35.5764775414735,4.68814909088415,3.00015378123108
10,-72,40.4,754597.497,4476476.935,2006,8,2,36.9295122605133,5.58780919931134,2.95621343922539
10,-72,40.4,754597.497,4476476.935,2006,8,3,37.8236847340232,6.77819636384192,2.74278437485763
10,-72,40.4,754597.497,4476476.935,2006,8,4,33.0229681365363,5.16855187234436,3.50970691222597
10,-72,40.4,754597.497,4476476.935,2006,8,5,32.0778818985622,4.82941680236764,2.85540167227097
10,-72,40.4,754597.497,4476476.935,2006,8,6,29.9177158359492,6.54885335740113,3.17708103350615
10,-72,40.4,754597.497,4476476.935,2006,8,7,30.1938449673142,7.01587733071358,4.05338188612165
10,-72,40.4,754597.497,4476476.935,2006,8,8,31.2339775012892,7.59311527093146,3.35901432250313
10,-72,40.4,754597.497,4476476.935,2006,8,9,29.438605335037,4.98755712482777,2.59704968992794
10,-72,40.4,754597.497,4476476.935,2006,8,10,29.6284716417618,6.61637664949677,3.40117827782015
10,-72,40.4,754597.497,4476476.935,2006,8,11,27.4318820451881,7.96336442751595,2.91982374298603
10,-72,40.4,754597.497,4476476.935,2006,8,12,26.3310773232726,5.74726472468322,2.32200813209437
10,-72,40.4,754597.497,4476476.935,2006,8,13,27.2680339430757,4.73363825291605,2.27788676494904
10,-72,40.4,754597.497,4476476.935,2006,8,14,29.2744170154622,5.59732651502406,2.89606144145692
10,-72,40.4,754597.497,4476476.935,2006,8,15,28.4258672446616,7.406639121349,4.26173295737871
10,-72,40.4,754597.497,4476476.935,2006,8,16,29.4244341835097,4.06379420075027,3.12476755322329
10,-72,40.4,754597.497,4476476.935,2006,8,17,29.1040513271297,4.46747726578113,3.23937428609064
10,-72,40.4,754597.497,4476476.935,2006,8,18,27.4953658953735,2.70421936519091,3.74361156980378
10,-72,40.4,754597.497,4476476.935,2006,8,19,27.9817832344639,4.62284935749538,3.64216878050598
10,-72,40.4,754597.497,4476476.935,2006,8,20,32.7975960967116,8.63148210074559,3.24266035223318
10,-72,40.4,754597.497,4476476.935,2006,8,21,31.1768756455843,8.01200818576647,2.65092635798045
10,-72,40.4,754597.497,4476476.935,2006,8,22,29.1576611096452,3.4406320334042,2.65956672909517
10,-72,40.4,754597.497,4476476.935,2006,8,23,30.4549689378553,4.38870235748169,2.92616285701025
10,-72,40.4,754597.497,4476476.935,2006,8,24,28.0771565490143,3.99336707115023,3.29660393915259
10,-72,40.4,754597.497,4476476.935,2006,8,25,24.5561272322369,4.28657841890582,5.17501489287305
10,-72,40.4,754597.497,4476476.935,2006,8,26,20.9738689171874,6.96551827690412,5.83812437298523
10,-72,40.4,754597.497,4476476.935,2006,8,27,19.7589427830146,6.93133829164394,5.36730238893895
10,-72,40.4,754597.497,4476476.935,2006,8,28,24.8675633993499,6.16710084054757,5.58058438079879
10,-72,40.4,754597.497,4476476.935,2006,8,29,23.1228201165271,5.93712144760805,5.72225651121015
10,-72,40.4,754597.497,4476476.935,2006,8,30,24.1923204753259,5.62216994852132,5.03167274929308
10,-72,40.4,754597.497,4476476.935,2006,8,31,23.1724599584511,6.26637489891464,3.81349727693133
100,-79.7,40.4,101087.61,4482771.985,2006,8,1,28.3816673945986,6.99400762172735,2.8110504721229
100,-79.7,40.4,101087.61,4482771.985,2006,8,2,28.4450331383802,11.2035090824862,3.7415323643412
100,-79.7,40.4,101087.61,4482771.985,2006,8,3,28.775600533691,7.03093917439976,4.41997887042657
100,-79.7,40.4,101087.61,4482771.985,2006,8,4,27.0854120791789,7.95273308312854,4.61712483073507
100,-79.7,40.4,101087.61,4482771.985,2006,8,5,25.1610844085891,5.70127154101204,3.86718148864386
100,-79.7,40.4,101087.61,4482771.985,2006,8,6,22.8431589363414,6.29111814667784,3.91196568881507
100,-79.7,40.4,101087.61,4482771.985,2006,8,7,24.6406265222519,4.03573681398103,3.33374425538793
100,-79.7,40.4,101087.61,4482771.985,2006,8,8,25.4073073959114,3.7150991094908,3.45626613424929
100,-79.7,40.4,101087.61,4482771.985,2006,8,9,26.3652558102849,6.67184461812608,3.53462276652426
100,-79.7,40.4,101087.61,4482771.985,2006,8,10,24.9773044798277,9.10732375817848,4.41954444346324
100,-79.7,40.4,101087.61,4482771.985,2006,8,11,30.3192560273278,5.83069037046246,3.21725757013689
100,-79.7,40.4,101087.61,4482771.985,2006,8,12,28.9445202404953,9.56094972623628,4.78130933316435
100,-79.7,40.4,101087.61,4482771.985,2006,8,13,28.1236619458572,6.32238982664763,4.22900698476736
100,-79.7,40.4,101087.61,4482771.985,2006,8,14,29.4081006517396,3.405970003824,3.6417211009223
100,-79.7,40.4,101087.61,4482771.985,2006,8,15,29.4177841910037,7.65585060002793,3.98552271543709
100,-79.7,40.4,101087.61,4482771.985,2006,8,16,32.4373090606793,6.16963353117792,2.81902828241367
100,-79.7,40.4,101087.61,4482771.985,2006,8,17,32.7382891684999,7.28099541376758,3.03663097449907
100,-79.7,40.4,101087.61,4482771.985,2006,8,18,32.1574515982792,6.31276925595211,3.11514702010176
100,-79.7,40.4,101087.61,4482771.985,2006,8,19,30.7204309985217,5.52910791298557,3.39239680626093
100,-79.7,40.4,101087.61,4482771.985,2006,8,20,29.0154331405031,6.33310640233941,4.16178734715421
100,-79.7,40.4,101087.61,4482771.985,2006,8,21,30.2628400220372,5.26914201900071,4.00124100174059
100,-79.7,40.4,101087.61,4482771.985,2006,8,22,26.9745413589376,6.39734931620755,4.77986011332526
100,-79.7,40.4,101087.61,4482771.985,2006,8,23,25.1336313211552,4.83438402292961,4.26732899161379
100,-79.7,40.4,101087.61,4482771.985,2006,8,24,27.8505117220089,5.94347748209383,3.28472930352782
100,-79.7,40.4,101087.61,4482771.985,2006,8,25,28.3446621174834,7.47644257705767,3.59522246656706
100,-79.7,40.4,101087.61,4482771.985,2006,8,26,29.6560997871274,7.55267505960809,3.51805273065677
100,-79.7,40.4,101087.61,4482771.985,2006,8,27,28.5886791194857,7.9513167446201,4.33862821791984
100,-79.7,40.4,101087.61,4482771.985,2006,8,28,29.1941777030888,9.27728004320746,4.21191367787265
100,-79.7,40.4,101087.61,4482771.985,2006,8,29,30.2880456027032,7.18460735301929,3.74185829773329
100,-79.7,40.4,101087.61,4482771.985,2006,8,30,31.8893791470735,5.34041723171875,4.13442753105007
100,-79.7,40.4,101087.61,4482771.985,2006,8,31,32.273540271072,6.38422506705086,4.13077464565182
100,-79.7,40.4,101087.61,4482771.985,2006,8,1,32.5607012712536,7.71903922915484,3.90091186324423
100,-79.7,40.4,101087.61,4482771.985,2006,8,2,34.5394258207141,9.00366743645324,3.34145018963329
100,-79.7,40.4,101087.61,4482771.985,2006,8,3,34.0190472081579,8.50269597434057,3.55071878155918
100,-79.7,40.4,101087.61,4482771.985,2006,8,4,29.4074683555355,8.74764977430075,3.71536201801005
100,-79.7,40.4,101087.61,4482771.985,2006,8,5,29.6859612916239,3.67132294318429,3.10334776619522
100,-79.7,40.4,101087.61,4482771.985,2006,8,6,30.275906649555,7.1087396464969,3.12107881387726
100,-79.7,40.4,101087.61,4482771.985,2006,8,7,29.1592420040966,6.38247054788117,4.06043899202244
100,-79.7,40.4,101087.61,4482771.985,2006,8,8,27.9235297006388,6.73916354797901,3.34016157709881
100,-79.7,40.4,101087.61,4482771.985,2006,8,9,27.4576482227537,4.35399370826189,2.39818371134696
100,-79.7,40.4,101087.61,4482771.985,2006,8,10,28.8208692312659,4.72413723484743,2.95347963034077
100,-79.7,40.4,101087.61,4482771.985,2006,8,11,27.1521057277805,8.39897925470612,3.06352210177171
100,-79.7,40.4,101087.61,4482771.985,2006,8,12,25.7264401964452,4.48691589504833,2.48071449967806
100,-79.7,40.4,101087.61,4482771.985,2006,8,13,26.895661674294,3.38021845246855,2.4583864591518
100,-79.7,40.4,101087.61,4482771.985,2006,8,14,29.6746185237238,6.75581728223973,2.8564721952624
100,-79.7,40.4,101087.61,4482771.985,2006,8,15,27.2528674893347,7.06583375809271,4.01377242001084
100,-79.7,40.4,101087.61,4482771.985,2006,8,16,27.1611489442921,3.60601761542822,3.06862397396727
100,-79.7,40.4,101087.61,4482771.985,2006,8,17,28.1190638744881,5.11130047645556,3.13497715459735
100,-79.7,40.4,101087.61,4482771.985,2006,8,18,27.4524883569789,5.13738539306908,3.81765945053887
100,-79.7,40.4,101087.61,4482771.985,2006,8,19,26.9750684331379,4.78892295499736,4.52676460245652
100,-79.7,40.4,101087.61,4482771.985,2006,8,20,27.6867770715396,11.0990541885098,4.13117868433302
100,-79.7,40.4,101087.61,4482771.985,2006,8,21,27.2113860226867,6.71228238091342,3.20334064149847
100,-79.7,40.4,101087.61,4482771.985,2006,8,22,27.4437056652565,4.58279239216527,3.14173990111504
100,-79.7,40.4,101087.61,4482771.985,2006,8,23,28.895400482267,3.20536901096288,2.8085324171382
100,-79.7,40.4,101087.61,4482771.985,2006,8,24,28.0480378025264,4.3727654239694,3.48512419936884
100,-79.7,40.4,101087.61,4482771.985,2006,8,25,26.9237600063187,3.28574591405636,4.90812429488117
100,-79.7,40.4,101087.61,4482771.985,2006,8,26,24.9226850466643,7.50552537635109,5.87334943331066
100,-79.7,40.4,101087.61,4482771.985,2006,8,27,25.6067989500208,7.31425289802178,5.63664802049891
100,-79.7,40.4,101087.61,4482771.985,2006,8,28,24.7791002291733,4.10746411766411,6.16583410186399
100,-79.7,40.4,101087.61,4482771.985,2006,8,29,21.786729589608,8.47643199327772,6.49104864441021
100,-79.7,40.4,101087.61,4482771.985,2006,8,30,23.3577535250367,7.68212384797606,5.38236248987887
100,-79.7,40.4,101087.61,4482771.985,2006,8,31,21.9497645492037,8.90635861560851,4.19137866883371
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,1,25.7187942894056,5.74927464499207,3.28719182090387
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,2,29.1361256260683,8.23845637691227,3.29558344265069
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,3,27.7368047085825,4.10997649014032,2.88083691601937
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,4,26.1378909207948,3.78472957279896,4.53078486607805
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,5,24.3707790695069,5.42991002191729,3.96356779958315
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,6,23.2084191524032,3.48690323091372,3.66740824727311
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,7,26.5006755481094,3.50478578374022,3.22723864477497
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,8,27.7699320277846,2.67751623628415,2.97723213903135
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,9,28.0205665324686,3.26954356247117,3.08795703972676
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,10,28.8744468636358,3.18214617771588,3.00994822045169
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,11,24.6482900609304,3.92747806808044,4.57453760009034
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,12,22.1358484830031,0.915674860279366,5.39461956022554
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,13,28.1967843965329,4.96129308368228,3.84596093375999
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,14,31.0705108933638,3.22659726785418,2.99115798125785
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,15,28.2446972081188,2.38044102658802,4.05509363168938
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,16,30.7751163591249,3.15818648081248,3.49741167148675
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,17,32.0119569532829,4.99814690862716,3.36981155540856
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,18,28.2783320205616,4.89634856723791,3.89986105377623
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,19,27.9185993171512,1.69343484095258,2.93982490507951
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,20,30.4164748349258,4.68344106166569,2.64179480804693
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,21,27.2935767982392,3.15888482220828,4.12654310739902
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,22,22.5214449393743,3.46061879097449,5.28408303907023
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,23,23.2987488390968,3.96000798924673,4.1953459140622
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,24,25.8988796363209,2.83355504403293,3.3900355349691
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,25,28.3750711898444,6.20881435758469,3.64896392588389
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,26,29.2846646232429,3.63306624198062,3.83449542311832
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,27,30.4601781648027,5.10052830182091,3.65214162416196
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,28,24.8573083450373,2.93815849675566,5.68230663881865
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,29,28.8432110191601,5.41974354451886,4.19051595961654
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,30,24.516263921046,4.45747791794293,3.68010505793589
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,31,27.3748231384321,2.8604374226994,3.10777882683382
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,1,34.3703043479751,5.65657177625811,3.29006204082743
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,2,31.0625155800025,5.78114586076769,4.14582303991125
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,3,27.5953950218513,4.83782073358953,4.23496078761599
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,4,27.952167297232,3.1978180068886,3.94869248214321
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,5,23.3420855006585,4.89830529559422,3.58269319691647
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,6,25.9847363532209,2.71015704080138,3.04650829583814
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,7,28.868551846054,7.19215870679171,3.57452992414172
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,8,23.9999091572905,5.81921955976083,3.87067041114067
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,9,24.6637624700858,2.53218782108092,3.24180010148639
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,10,23.2268800574514,3.62827775552232,3.9290046037706
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,11,20.1858712340603,3.56804104782053,3.70776913692386
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,12,19.7922406438734,4.75033844751784,3.42240150212257
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,13,22.1297252004643,4.39152126931065,3.02608050287942
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,14,25.5573932988489,4.2470553207578,2.7276778165361
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,15,25.5090916084688,6.79373968662961,3.43664387789739
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,16,24.5747349988123,3.73188980697006,3.70789911354569
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,17,26.082656420476,1.17193487128507,3.05468096517384
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,18,29.1790083940523,3.54990558248407,2.76546371958801
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,19,24.9229906016714,3.82927621283454,4.51002795297824
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,20,21.7607942551806,2.67693057399994,6.09400222025428
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,21,23.0859921566836,4.87686303416198,4.12496592939678
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,22,25.6175235394785,4.84569673350416,3.50925449181763
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,23,20.8731879173115,3.80991674918623,4.22821930556832
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,24,18.9909805699537,1.89329256179815,4.30233430401151
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,25,19.286838640422,4.36406194649208,4.17655416324688
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,26,20.3074864534693,3.61868195709972,3.95943955148702
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,27,17.088556072465,6.16933796834381,5.79129963114393
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,28,23.4747779487586,3.40698201619631,4.01870728372898
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,29,23.1919924398983,1.67976929510886,4.28976306243028
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,30,19.7909652889119,3.53045165052477,4.33462287030502
11,-72.8555555555556,45.2,668425.787,5007405.267,2006,7,31,21.0813246219259,1.98507837642998,3.0239620595882
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,1,26.0336277266649,5.7397948457171,3.22847823300099
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,2,29.3108526595993,8.2475375168777,3.26992305538714
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,3,28.0753833360312,4.28260666735647,2.91544448185675
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,4,26.6798353871874,3.82519335743661,4.41258196658135
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,5,24.7897425215814,5.24410246932824,4.01188408481084
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,6,23.4935069485783,3.54682099832082,3.69235323916123
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,7,26.5208121298399,3.55711277201525,3.19908353112359
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,8,27.7301327667584,2.63331476970412,3.05389089485637
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,9,28.0817423779187,3.40846773135673,3.14925559509559
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,10,28.8437123956601,3.57631901277911,3.06358734501068
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,11,25.3506620952635,4.21068351381345,4.45917244401209
12,-72.8555555555556,44.6666666666667,669992.657,4948159.236,2006,8,12,22.9275452098042,1.26783410667088,5.27371243264341
