"s.index","Longitude","Latitude","utmx","utmy","Year","Month","Day","y8hrmax","xmaxtemp","xwdsp","xrh"
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,24,41,23.658156514715,2.29581024503373,3.7764094484736
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,25,16.63,20.8464749895394,3.03950933654117,5.18374917140678
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,26,24.88,19.8677723196621,3.39263232418976,5.69600544669578
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,27,24,18.2366877250042,5.25573649835307,5.97003802563828
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,28,43,26.2090605635232,2.79050360067646,4.01478974332705
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,29,18.25,23.1550917396829,3.11991470303268,5.29218881059268
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,30,31.13,23.2856469811315,3.54088510570187,4.67799925488221
1,-73.757,42.681,601838.084376672,4726140.30758887,2006,8,31,32.25,22.213485957474,3.97686457319579,3.43426397760457
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,1,61.38,28.9292465397046,6.02379157408363,2.87417202666066
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,2,67.38,31.4943594316395,9.03845957271605,2.96283312217858
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,3,63.75,31.6734508567732,5.76293756996683,3.17735247174894
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,4,62.37,30.7952269915437,5.03780445750512,3.56426142115427
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,5,25.87,27.4651952062262,4.43104472633357,4.52567740857209
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,6,36.13,25.3625688347309,4.34604506648951,4.17582409416021
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,7,37.75,27.1966271167709,4.49936622552662,2.96336773477595
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,8,37,27.8792749523378,3.43502430751033,3.32014037966021
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,9,55.25,29.0109007658913,5.83229628083204,3.17031989402336
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,10,56.63,29.2073542381437,6.77237543339468,3.37948724820013
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,11,62.63,31.3011756145756,6.94254379036555,3.42245764108647
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,12,37.25,29.5995295327513,4.61501587299325,4.44442004970246
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,13,39,29.1813793370579,7.9422115488617,4.29235628428617
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,14,37.75,31.0362243816362,3.63081271749974,3.34634236124599
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,15,44.38,28.9552413614347,3.80399643078218,3.92644572880526
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,16,45.75,33.6010250430159,4.77917868138304,2.72986218502218
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,17,89,35.4735120170996,3.64400440850883,2.52972002874013
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,18,95.25,35.8981621362351,5.04634798566289,2.77937044106115
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,19,66.25,32.7610820552178,6.09482480438107,3.17700031760192
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,20,32.25,28.5729642347759,7.89439427687139,4.04260290054637
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,21,41.14,30.0211170161172,5.00861334302051,4.19228731303692
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,22,33.25,28.7271908777026,5.3888215194531,4.72195216149744
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,23,35.38,26.1530131023079,5.65044693016549,4.67469051863872
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,24,52.5,29.2927220574529,3.76078923976697,3.12389455187692
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,25,45.75,29.1389423082286,6.56415181988204,3.69894134522776
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,26,45.75,30.1138367262587,5.33005934038702,3.75183802190506
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,27,42.62,31.1887132546612,6.93950070816924,3.89003155240102
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,28,40.13,32.1833066611956,7.66269908988013,3.68159152121093
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,29,53.88,32.608591481119,6.14934843000158,3.08699587523308
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,30,45.5,32.4294547250347,5.91201069741927,3.16240746153459
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,7,31,76.25,33.4115558051639,3.87192030415613,2.79680322548298
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,1,76.38,36.3646421109346,5.77074461765597,2.92830247784294
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,2,75.5,36.9082131044446,6.56120995624582,2.90346321562412
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,3,69,36.8487922469339,7.42240654638358,2.72881837669267
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,4,40.75,33.0918804578726,5.83411245800915,3.19074615695798
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,5,60.13,31.685222683593,4.85676842608906,2.37055399274009
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,6,48.75,30.4649295907009,7.02510542464704,2.9384120023514
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,7,65.38,30.9622661559592,6.87955424052171,3.70427343177881
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,8,45.5,30.6677003247535,7.21573881675275,3.09437564687331
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,9,50.5,28.8262348804719,4.79306223048228,2.56338719221825
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,10,57.25,29.3211567070711,6.11048885935678,3.3306270539982
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,11,40.38,26.8784634485465,7.3346763961523,2.9958297296103
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,12,38.13,25.8303419629431,5.3033875301731,2.38721517817613
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,13,36.88,27.4598420296988,4.46906372666232,2.19072388862312
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,14,67.75,30.0770098336225,5.91121687331292,2.55060972737595
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,15,38.5,29.0007791261077,6.95510138909823,3.70402413189585
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,16,53.25,29.2429297994344,3.81118032072043,2.91661012580208
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,17,53.5,29.5364679764087,4.59797170399684,2.95952067879763
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,18,39.38,27.9325734870701,3.37629042339273,3.52026137564238
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,19,37,27.9667833093419,4.55441395863693,3.91063064175716
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,20,53.13,31.0214198258066,8.64609079622163,3.61273000589889
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,21,41,30.7768375431777,8.31734264512714,2.49703398962645
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,22,56.87,29.6907306868121,4.00938371059108,2.49439007514906
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,23,48,30.5313147939164,4.26840094354112,2.56713282894966
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,24,42.13,28.6216883458639,3.96351317309992,2.86748409981551
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,25,39.13,25.4935760537561,4.54760119166585,4.7636149645123
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,26,29.5,21.8252943233787,7.3753422827654,5.6264969474453
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,27,28.75,21.5114929992884,7.11950998584783,5.34845430000253
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,28,30.13,26.1853723070996,5.10483429375715,5.13473069721669
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,29,18,23.6221467972583,5.21680403134381,5.51703793935106
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,30,24.5,23.4578225864638,5.65291277641165,5.00185159899888
2,-73.881,40.866,594300.826088067,4524484.51611157,2006,8,31,27.33,22.9152123542217,6.48945540518322,3.73927726746659
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,1,72.75,27.0097772538751,7.0284755284887,2.90706056148682
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,2,66.43,27.6002791145197,11.0414940610139,3.78685710684503
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,3,59,27.0774829052479,6.43087883375105,4.05241649161491
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,4,60.88,25.2087553278258,7.74827783505843,4.88593409627143
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,5,36.88,23.4831069193097,6.36615434568048,3.63261360790229
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,6,38.25,21.635768230485,5.96522649262491,3.68768538577837
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,7,38.13,24.1138652880646,3.30224985045967,3.41182312825742
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,8,54.12,25.2986229351608,3.32663637754572,3.21082514448608
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,9,64.75,25.6757883041198,5.56110633967583,3.39992530117225
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,10,62.25,24.4873660490445,7.6365285705258,4.31166383649835
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,11,55,27.6287196783252,4.00072280673951,3.63470047809391
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,12,40.13,25.5986369399529,8.12705155988874,5.11297475882535
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,13,63.75,27.7164322540254,4.82655076887335,4.04276188779646
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,14,69.88,29.4267751448147,3.4918984735822,3.58684726445964
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,15,58.75,28.584981401362,7.01363623116283,4.18004675484927
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,16,73.88,31.3041671288073,5.38950013466929,3.07736126967378
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,17,77.14,31.3210417037636,7.80679552824393,3.32081574004882
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,18,57.38,29.001006405107,6.24262948941785,3.55594329645386
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,19,62.75,28.5273291621816,3.64629749654056,3.19835100312031
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,20,74.13,29.8839641724794,5.04679398860453,3.4978316776057
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,21,63.88,29.2165985060756,4.29607571506899,3.90438476936891
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,22,44.75,23.8117503203571,5.17896509563161,5.14747166122419
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,23,36.5,23.4534187761172,3.70979087759086,4.22170003379057
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,24,60.13,26.4244309451772,5.67032685270625,3.38554903256759
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,25,61,27.5669327235588,7.17408440396574,3.6737989848384
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,26,69.88,28.8855282674113,7.00002214108586,3.61245650549702
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,27,44.88,28.1246357117605,7.36803589133108,4.26002080937351
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,28,62.13,26.4444551608492,7.63798979676064,4.92500536576998
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,29,66.5,28.6010220053563,6.64787705006699,4.12031551636667
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,30,57.62,28.2772607701459,4.51927267817895,4.3707500698434
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,7,31,61.87,29.6964588215449,6.23452643709923,4.22251051263446
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,1,65.5,31.8035749982283,7.85883413984744,3.99296005541791
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,2,61,32.0229622716857,8.72661809702193,3.8278413059786
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,3,51.38,29.9808770080483,7.54748043712375,4.07482385459824
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,4,46.5,27.3424632347781,7.50103432861109,3.87769526958202
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,5,35.38,26.2307919491445,3.6139876619729,3.49522165857106
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,6,71.75,28.4857994194806,5.81203450278452,3.16179938407591
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,7,69.88,28.099682151396,6.49752488756572,4.10294413946206
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,8,52.25,24.8073353362547,6.07613135503412,3.78709398976171
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,9,54.5,25.5221108767457,3.58933318521951,2.73657600991629
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,10,72.17,25.7248687087016,3.69995696179694,3.35373851462145
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,11,41.88,23.9438870836506,6.83975193471776,3.53961551905754
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,12,46.5,23.2043196337988,4.51673137107702,2.86492360314305
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,13,55.63,24.4472581414752,3.38721408742897,2.82500969766619
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,14,62.12,27.7907796879178,6.4188510377766,2.89984272337116
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,15,45.75,25.7429409297201,6.97028452309446,3.88897737454132
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,16,39.13,24.7792512573007,3.33776607743904,3.46299531645962
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,17,52,26.4518489021074,4.01794243366393,3.24169914574175
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,18,71.5,27.1168402949962,5.07443262579086,3.73681995554387
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,19,60.25,25.235927998777,4.69243312660211,4.97906281115817
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,20,49.63,22.7981796191629,8.31348439357123,5.46715263622143
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,21,46.63,23.4272813728167,4.61882836912613,4.03635924042209
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,22,59.25,25.3536752472138,4.7901729314025,3.59880080800563
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,23,38,24.3093798127373,2.83648011514454,3.62859089283954
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,24,37.38,23.3989070258471,3.36865579794947,4.18903504203147
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,25,46.63,24.6763743866271,3.53231657429121,4.54806765876838
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,26,50.25,25.3672610954199,5.14746906585651,4.64737963008162
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,27,48.38,24.2799495299976,6.58552583005732,5.5373113396851
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,28,41,22.6552970839917,3.04846084398009,6.04915649465951
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,29,40,21.3903975815044,7.18105729768912,6.02999364329488
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,30,30.63,21.5283509752036,7.07556256841081,5.06491041152033
3,-79.587,42.291,121812.69156116,4692284.57533443,2006,8,31,30.5,20.8387093149993,7.93833706919197,3.92417181599534
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,1,62.75,27.323052499272,5.70590024225383,2.87766710955339
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,2,59.25,28.7055218211207,8.87348390093132,3.46306482754674
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,3,49.88,28.7047082376706,5.1183336676352,3.7397268345999
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,4,44.75,26.4946810747253,5.08010811951921,4.60386985052087
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,5,39.38,25.3859254551208,4.70708776449553,3.80499861532589
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,6,31.88,23.2853137871934,4.98594995353432,3.60905858997102
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,7,35.33,25.3550678437734,3.9332728172242,3.28184947688192
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,8,45.13,26.0239168755087,2.400116779756,3.32018944783896
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,9,52.38,26.9404658454063,3.83815146692944,3.42381812529499
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,10,63.37,27.3077738353951,5.50840401839119,3.41916177336913
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,11,54.13,28.6430999088364,5.08078507067814,3.55672339619925
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,12,40.75,26.7069077765506,5.58237513633151,4.90466137546383
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,13,51.75,27.9237952507733,5.93077527804738,4.11603241031273
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,14,48.17,30.3093903446943,2.62299562307143,3.14465569548088
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,15,50,29.75116318079,5.0234896249072,3.77803722749024
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,16,47.38,32.281715368741,4.45176715832312,2.93699957549489
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,17,58.25,32.8665465906669,5.46642550534932,3.10762586606822
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,18,54.75,30.325107980699,5.2557340986316,3.59471275102376
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,19,48.88,29.633101567355,3.42800986459144,3.22355198524998
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,20,59.83,29.94631468932,4.55662520346671,3.44095263099764
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,21,53.63,29.2147612130967,3.98495487262724,4.02618806664742
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,22,41,26.1457216533715,4.89798463723181,4.63810017704019
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,23,42,24.7296858664592,4.47580628029654,3.89977532241219
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,24,41.5,26.8846443144274,4.08448831523848,3.31759684328457
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,25,53.63,29.4775399957807,5.99449638271913,3.21619357491022
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,26,61.63,30.2591478212694,4.69499528582602,3.44394310170339
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,27,48.2,30.0763751556783,5.63471618871184,3.82050122188906
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,28,37.38,27.2167756336665,5.55697578013454,4.83894631092682
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,29,47.25,30.0528451450975,5.97420650933779,3.62027493683338
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,30,41.38,29.5102377654805,5.40386936139554,3.79745417667283
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,7,31,50.25,31.384312372447,4.11262921936362,3.53138414671996
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,1,44.75,33.942471103838,5.71881651320805,3.42902365061208
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,2,46.75,33.6605537458165,6.97262238253016,3.49054932857396
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,3,42.25,31.5812041793287,6.58605484379252,3.93920220492561
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,4,34.6,28.7081885824731,6.40257144649635,3.87719853509058
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,5,29.63,26.5533557754031,4.16522922318272,3.46875034954502
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,6,56.5,27.9249713169662,4.01777351026001,2.9653910637946
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,7,52.75,29.4926566919735,6.20946314908285,3.62426269172718
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,8,43.2,26.9895419675342,6.16739262090687,3.3765467447379
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,9,42.75,26.2513172862472,3.11857039850491,2.68880114252103
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,10,52.37,26.9541772915504,3.66844426278344,3.15227124143745
4,-76.802,42.111,351019.767811528,4663671.81440344,2006,8,11,32.71,24.7333717294435,5.74892852604343,3.14350203432287
